318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319,320,321,318,319
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,329,333,329,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,338,340,338,286,286,286,286,286,286,286,333,333
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,61,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,286,286,286,286,286,286,286,286,286,292,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,61,61,61,-1,61,-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,61,61,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,292,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,61,-1,61,-1,61,-1,-1,-1,61,61,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,61,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,61,-1,61,-1,61,-1,-1,61,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,61,61,-1,61,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,292,286,286,286,286,286,286,286,292,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,61,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,61,61,61,61,61,61,61,-1,-1,-1,-1,61,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
-1,-1,-1,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,-1,61,61,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,61,-1,-1,61,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,250,286,286,292,286,286,292,286,286,286,286,-1,-1,-1,61,61,61,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,61,61,61,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,292,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,205,205,-1,-1,-1,-1,61,61,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,61,61,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,205,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,291,250,-1
286,-1,-1,286,286,286,286,286,286,286,286,286,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,205,205,61,61,61,61,61,61,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,61,61,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,-1,-1,286,286,286,286,286,286,286,286,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,205,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,61,61,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,-1,-1,286,286,286,286,286,286,286,286,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,205,205,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,-1,-1,61,61,-1,-1,61,-1,-1,-1,61,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,205,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,61,61,61,61,61,61,61,-1,-1,-1,61,61,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,-1,-1,286,286,286,286,292,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,250,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,-1,-1,61,61,-1,61,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,61,-1,-1,61,61,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
286,-1,-1,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,-1,-1,-1,286,286,286,286,286,292,286,286,286,286,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,61,61,-1,-1,-1,-1,-1,-1,-1,-1,286,-1,-1,-1,286,286,286,286,286,286,286,-1,-1
